ID,DATE,ELEMENT,DATA_VALUE,M_FLAG,Q_FLAG,S_FLAG,OBS_TIME,Year
USW00094728,20010420,WSF5,67,,,X,,2001
USW00023174,20010421,TMAX,156,,,0,2400.0,2001
USW00023174,20010421,TMIN,100,,,0,2400.0,2001
USW00023174,20010421,PRCP,18,,,0,2400.0,2001
USW00023174,20010421,AWND,80,,,X,,2001
USW00023174,20010421,FMTM,1502,,,X,,2001
USW00023174,20010421,PGTM,1634,,,W,,2001
USW00023174,20010421,TAVG,128,,,W,,2001
USW00023174,20010421,TSUN,0,,,W,,2001
USW00023174,20010421,WDF2,260,,,X,,2001
USW00023174,20010421,WDF5,260,,,X,,2001
USW00023174,20010421,WESD,0,,,0,,2001
USW00023174,20010421,WSF2,143,,,X,,2001
USW00023174,20010421,WSF5,165,,,X,,2001
USW00023174,20010421,WT16,1,,,0,,2001
USC00042319,20010421,TMAX,261,,,0,800.0,2001
USC00042319,20010421,TMIN,-50,,S,0,800.0,2001
USC00042319,20010421,TOBS,139,,,0,800.0,2001
USC00042319,20010421,PRCP,0,,,0,800.0,2001
USC00042319,20010421,SNOW,0,P,,0,,2001
USC00042319,20010421,SNWD,0,P,,0,,2001
USC00042319,20010421,EVAP,114,,,0,800.0,2001
USC00042319,20010421,MNPN,94,,,0,,2001
USC00042319,20010421,MXPN,239,,,0,,2001
USW00094728,20010421,TMAX,200,,,0,2400.0,2001
USW00094728,20010421,TMIN,111,,,0,2400.0,2001
USW00094728,20010421,PRCP,46,,,0,2400.0,2001
USW00094728,20010421,SNOW,0,,,0,,2001
USW00094728,20010421,SNWD,0,,,Z,,2001
USW00094728,20010421,AWND,21,,,X,,2001
USW00094728,20010421,FMTM,1707,,,X,,2001
USW00094728,20010421,PGTM,1707,,,W,,2001
USW00094728,20010421,TAVG,156,,,W,,2001
USW00094728,20010421,TSUN,0,,,W,,2001
USW00094728,20010421,WDF2,180,,,X,,2001
USW00094728,20010421,WDF5,180,,,X,,2001
USW00094728,20010421,WSF2,58,,,X,,2001
USW00094728,20010421,WSF5,76,,,X,,2001
USW00094728,20010421,WT08,1,,,0,,2001
USW00094728,20010421,WT16,1,,,0,,2001
USW00023174,20010422,TMAX,167,,,0,2400.0,2001
USW00023174,20010422,TMIN,94,,,0,2400.0,2001
USW00023174,20010422,PRCP,0,,,0,2400.0,2001
USW00023174,20010422,AWND,36,,,X,,2001
USW00023174,20010422,FMTM,1609,,,X,,2001
USW00023174,20010422,PGTM,1608,,,W,,2001
USW00023174,20010422,TAVG,133,,,W,,2001
USW00023174,20010422,TSUN,0,,,W,,2001
USW00023174,20010422,WDF2,240,,,X,,2001
USW00023174,20010422,WDF5,240,,,X,,2001
USW00023174,20010422,WESD,0,,,0,,2001
USW00023174,20010422,WSF2,76,,,X,,2001
USW00023174,20010422,WSF5,98,,,X,,2001
USC00042319,20010422,TMAX,256,,,0,800.0,2001
USC00042319,20010422,TMIN,17,,Z,0,800.0,2001
USC00042319,20010422,TOBS,217,,,0,800.0,2001
USC00042319,20010422,PRCP,0,,,0,800.0,2001
USC00042319,20010422,SNOW,0,P,,0,,2001
USC00042319,20010422,SNWD,0,P,,0,,2001
USC00042319,20010422,EVAP,79,,,0,800.0,2001
USC00042319,20010422,MNPN,72,,,0,,2001
USC00042319,20010422,MXPN,306,,,0,,2001
USC00042319,20010422,WDMV,142,,,0,,2001
USW00094728,20010422,TMAX,300,,,0,2400.0,2001
USW00094728,20010422,TMIN,117,,,0,2400.0,2001
USW00094728,20010422,PRCP,0,,,0,2400.0,2001
USW00094728,20010422,SNOW,0,,,0,,2001
USW00094728,20010422,SNWD,0,,,Z,,2001
USW00094728,20010422,AWND,29,,,X,,2001
USW00094728,20010422,FMTM,1614,,,X,,2001
USW00094728,20010422,PGTM,1622,,,W,,2001
USW00094728,20010422,TAVG,211,,,W,,2001
USW00094728,20010422,TSUN,0,,,W,,2001
USW00094728,20010422,WDF2,270,,,X,,2001
USW00094728,20010422,WDF5,280,,,X,,2001
USW00094728,20010422,WSF2,67,,,X,,2001
USW00094728,20010422,WSF5,98,,,X,,2001
USW00094728,20010422,WT01,1,,,0,,2001
USW00094728,20010422,WT13,1,,,X,,2001
USW00023174,20010423,TMAX,222,,,0,2400.0,2001
USW00023174,20010423,TMIN,106,,,0,2400.0,2001
USW00023174,20010423,PRCP,0,,,0,2400.0,2001
USW00023174,20010423,AWND,33,,,X,,2001
USW00023174,20010423,FMTM,1453,,,X,,2001
USW00023174,20010423,PGTM,1417,,,W,,2001
USW00023174,20010423,TAVG,167,,,W,,2001
USW00023174,20010423,TSUN,0,,,W,,2001
USW00023174,20010423,WDF2,260,,,X,,2001
USW00023174,20010423,WDF5,270,,,X,,2001
USW00023174,20010423,WESD,0,,,0,,2001
USW00023174,20010423,WSF2,89,,,X,,2001
USW00023174,20010423,WSF5,98,,,X,,2001
USW00023174,20010423,WT01,1,,,0,,2001
USW00023174,20010423,WT13,1,,,X,,2001
USC00042319,20010423,TMAX,317,,,0,800.0,2001
USC00042319,20010423,TMIN,106,,,0,800.0,2001
USC00042319,20010423,TOBS,200,,,0,800.0,2001
USC00042319,20010423,PRCP,0,,,0,800.0,2001
USC00042319,20010423,SNOW,0,P,,0,,2001
USC00042319,20010423,SNWD,0,P,,0,,2001
USC00042319,20010423,EVAP,64,,,0,800.0,2001
USC00042319,20010423,MNPN,67,,,0,,2001
USC00042319,20010423,MXPN,294,,,0,,2001
USC00042319,20010423,WDMV,35,,,0,,2001
USW00094728,20010423,TMAX,267,,,0,2400.0,2001
USW00094728,20010423,TMIN,150,,,0,2400.0,2001
USW00094728,20010423,PRCP,0,,,0,2400.0,2001
USW00094728,20010423,SNOW,0,,,0,,2001
USW00094728,20010423,SNWD,0,,,Z,,2001
USW00094728,20010423,AWND,23,,,X,,2001
USW00094728,20010423,FMTM,1433,,,X,,2001
USW00094728,20010423,PGTM,1416,,,W,,2001
USW00094728,20010423,TAVG,211,,,W,,2001
USW00094728,20010423,TSUN,0,,,W,,2001
USW00094728,20010423,WDF2,170,,,X,,2001
USW00094728,20010423,WDF5,170,,,X,,2001
USW00094728,20010423,WSF2,63,,,X,,2001
USW00094728,20010423,WSF5,80,,,X,,2001
USW00023174,20010424,TMAX,272,,,0,2400.0,2001
USW00023174,20010424,TMIN,144,,,0,2400.0,2001
USW00023174,20010424,PRCP,0,,,0,2400.0,2001
USW00023174,20010424,AWND,28,,,X,,2001
USW00023174,20010424,FMTM,1614,,,X,,2001
USW00023174,20010424,PGTM,1648,,,W,,2001
USW00023174,20010424,TAVG,211,,,W,,2001
USW00023174,20010424,TSUN,0,,,W,,2001
USW00023174,20010424,WDF2,260,,,X,,2001
USW00023174,20010424,WDF5,250,,,X,,2001
USW00023174,20010424,WESD,0,,,0,,2001
USW00023174,20010424,WSF2,80,,,X,,2001
USW00023174,20010424,WSF5,89,,,X,,2001
USC00042319,20010424,TMAX,339,,,0,800.0,2001
USC00042319,20010424,TMIN,183,,,0,800.0,2001
USC00042319,20010424,TOBS,211,,,0,800.0,2001
USC00042319,20010424,PRCP,0,,,0,800.0,2001
USC00042319,20010424,SNOW,0,P,,0,,2001
USC00042319,20010424,SNWD,0,P,,0,,2001
USC00042319,20010424,EVAP,91,,,0,800.0,2001
USC00042319,20010424,MNPN,128,,,0,,2001
USC00042319,20010424,MXPN,322,,,0,,2001
USC00042319,20010424,WDMV,23,,,0,,2001
USW00094728,20010424,TMAX,306,,,0,2400.0,2001
USW00094728,20010424,TMIN,111,,,0,2400.0,2001
USW00094728,20010424,PRCP,0,,,0,2400.0,2001
USW00094728,20010424,SNOW,0,,,0,,2001
USW00094728,20010424,SNWD,0,,,Z,,2001
USW00094728,20010424,AWND,36,,,X,,2001
USW00094728,20010424,FMTM,1620,,,X,,2001
USW00094728,20010424,TAVG,211,,,W,,2001
USW00094728,20010424,TSUN,0,,,W,,2001
USW00094728,20010424,WDF2,320,,,X,,2001
USW00094728,20010424,WDF5,300,,,Z,,2001
USW00094728,20010424,WSF2,107,,,X,,2001
USW00094728,20010424,WSF5,143,,,Z,,2001
USW00023174,20010425,TMAX,217,,,0,2400.0,2001
USW00023174,20010425,TMIN,122,,,0,2400.0,2001
USW00023174,20010425,PRCP,0,,,0,2400.0,2001
USW00023174,20010425,AWND,34,,,X,,2001
USW00023174,20010425,FMTM,1735,,,X,,2001
USW00023174,20010425,PGTM,1740,,,W,,2001
USW00023174,20010425,TAVG,172,,,W,,2001
USW00023174,20010425,TSUN,0,,,W,,2001
USW00023174,20010425,WDF2,260,,,X,,2001
USW00023174,20010425,WDF5,260,,,X,,2001
USW00023174,20010425,WESD,0,,,0,,2001
USW00023174,20010425,WSF2,76,,,X,,2001
USW00023174,20010425,WSF5,89,,,X,,2001
USW00023174,20010425,WT01,1,,,0,,2001
USW00023174,20010425,WT02,1,,,X,,2001
USW00023174,20010425,WT08,1,,,0,,2001
USW00023174,20010425,WT13,1,,,X,,2001
USC00042319,20010425,TMAX,372,,,0,800.0,2001
USC00042319,20010425,TMIN,194,,,0,800.0,2001
USC00042319,20010425,TOBS,244,,,0,800.0,2001
USC00042319,20010425,PRCP,0,,,0,800.0,2001
USC00042319,20010425,SNOW,0,P,,0,,2001
USC00042319,20010425,SNWD,0,P,,0,,2001
USC00042319,20010425,EVAP,137,,,0,800.0,2001
USC00042319,20010425,MNPN,144,,,0,,2001
USC00042319,20010425,MXPN,333,,,0,,2001
USC00042319,20010425,WDMV,39,,,0,,2001
USW00094728,20010425,TMAX,128,,,0,2400.0,2001
USW00094728,20010425,TMIN,83,,,0,2400.0,2001
USW00094728,20010425,PRCP,0,,,0,2400.0,2001
USW00094728,20010425,SNOW,0,,,0,,2001
USW00094728,20010425,SNWD,0,,,Z,,2001
USW00094728,20010425,AWND,33,,,X,,2001
USW00094728,20010425,FMTM,828,,,X,,2001
USW00094728,20010425,PGTM,934,,,W,,2001
USW00094728,20010425,TAVG,106,,,W,,2001
USW00094728,20010425,TSUN,0,,,W,,2001
USW00094728,20010425,WDF2,70,,,X,,2001
USW00094728,20010425,WDF5,70,,,X,,2001
USW00094728,20010425,WSF2,89,,,X,,2001
USW00094728,20010425,WSF5,125,,,X,,2001
USW00023174,20010426,TMAX,200,,,0,2400.0,2001
USW00023174,20010426,TMIN,122,,,0,2400.0,2001
USW00023174,20010426,PRCP,0,,,0,2400.0,2001
USW00023174,20010426,AWND,32,,,X,,2001
USW00023174,20010426,FMTM,1300,,,X,,2001
USW00023174,20010426,PGTM,1539,,,W,,2001
USW00023174,20010426,TAVG,161,,,W,,2001
USW00023174,20010426,TSUN,0,,,W,,2001
USW00023174,20010426,WDF2,240,,,X,,2001
USW00023174,20010426,WDF5,250,,,X,,2001
USW00023174,20010426,WESD,0,,,0,,2001
USW00023174,20010426,WSF2,72,,,X,,2001
USW00023174,20010426,WSF5,80,,,X,,2001
USW00023174,20010426,WT01,1,,,0,,2001
USW00023174,20010426,WT08,1,,,0,,2001
USW00023174,20010426,WT13,1,,,X,,2001
USC00042319,20010426,TMAX,394,,,0,800.0,2001
USC00042319,20010426,TMIN,200,,,0,800.0,2001
USC00042319,20010426,TOBS,239,,,0,800.0,2001
USC00042319,20010426,PRCP,0,,,0,800.0,2001
USC00042319,20010426,SNOW,0,P,,0,,2001
USC00042319,20010426,SNWD,0,P,,0,,2001
USC00042319,20010426,EVAP,84,,,0,800.0,2001
USC00042319,20010426,MNPN,267,,,0,,2001
USC00042319,20010426,MXPN,350,,,0,,2001
USC00042319,20010426,WDMV,21,,,0,,2001
USW00094728,20010426,TMAX,172,,,0,2400.0,2001
USW00094728,20010426,TMIN,83,,,0,2400.0,2001
USW00094728,20010426,PRCP,0,,,0,2400.0,2001
USW00094728,20010426,SNOW,0,,,0,,2001
USW00094728,20010426,SNWD,0,,,Z,,2001
USW00094728,20010426,AWND,31,,,X,,2001
USW00094728,20010426,FMTM,737,,,X,,2001
USW00094728,20010426,PGTM,736,,,W,,2001
USW00094728,20010426,TAVG,128,,,W,,2001
USW00094728,20010426,TSUN,0,,,W,,2001
USW00094728,20010426,WDF2,90,,,X,,2001
USW00094728,20010426,WDF5,80,,,X,,2001
USW00094728,20010426,WSF2,89,,,X,,2001
USW00094728,20010426,WSF5,125,,,X,,2001
USW00023174,20010427,TMAX,172,,,0,2400.0,2001
USW00023174,20010427,TMIN,128,,,0,2400.0,2001
USW00023174,20010427,PRCP,0,,,0,2400.0,2001
USW00023174,20010427,AWND,36,,,X,,2001
USW00023174,20010427,FMTM,1349,,,X,,2001
USW00023174,20010427,PGTM,1426,,,W,,2001
USW00023174,20010427,TAVG,150,,,W,,2001
USW00023174,20010427,TSUN,0,,,W,,2001
USW00023174,20010427,WDF2,240,,,X,,2001
USW00023174,20010427,WDF5,260,,,X,,2001
USW00023174,20010427,WESD,0,,,0,,2001
USW00023174,20010427,WSF2,72,,,X,,2001
USW00023174,20010427,WSF5,80,,,X,,2001
USW00023174,20010427,WT01,1,,,0,,2001
USW00023174,20010427,WT08,1,,,0,,2001
USW00023174,20010427,WT13,1,,,X,,2001
USC00042319,20010427,TMAX,411,,,0,800.0,2001
USC00042319,20010427,TMIN,217,,,0,800.0,2001
USC00042319,20010427,TOBS,289,,,0,800.0,2001
USC00042319,20010427,PRCP,0,,,0,800.0,2001
USC00042319,20010427,SNOW,0,P,,0,,2001
USC00042319,20010427,SNWD,0,P,,0,,2001
USC00042319,20010427,EVAP,89,,,0,800.0,2001
USC00042319,20010427,MNPN,161,,,0,,2001
USC00042319,20010427,MXPN,378,,,0,,2001
USC00042319,20010427,WDMV,34,,,0,,2001
USW00094728,20010427,TMAX,228,,,0,2400.0,2001
USW00094728,20010427,TMIN,72,,,0,2400.0,2001
USW00094728,20010427,PRCP,0,,,0,2400.0,2001
USW00094728,20010427,SNOW,0,,,0,,2001
USW00094728,20010427,SNWD,0,,,Z,,2001
USW00094728,20010427,AWND,18,,,X,,2001
USW00094728,20010427,FMTM,1731,,,X,,2001
USW00094728,20010427,PGTM,1730,,,W,,2001
USW00094728,20010427,TAVG,150,,,W,,2001
USW00094728,20010427,TSUN,0,,,W,,2001
USW00094728,20010427,WDF2,330,,,X,,2001
USW00094728,20010427,WDF5,340,,,X,,2001
USW00094728,20010427,WSF2,63,,,X,,2001
USW00094728,20010427,WSF5,89,,,X,,2001
USW00023174,20010428,TMAX,150,,,0,2400.0,2001
USW00023174,20010428,TMIN,122,,,0,2400.0,2001
USW00023174,20010428,PRCP,0,,,0,2400.0,2001
USW00023174,20010428,AWND,33,,,X,,2001
USW00023174,20010428,FMTM,1609,,,X,,2001
USW00023174,20010428,PGTM,1545,,,W,,2001
USW00023174,20010428,TAVG,139,,,W,,2001
USW00023174,20010428,TSUN,0,,,W,,2001
USW00023174,20010428,WDF2,260,,,X,,2001
USW00023174,20010428,WDF5,250,,,X,,2001
USW00023174,20010428,WESD,0,,,0,,2001
USW00023174,20010428,WSF2,67,,,X,,2001
USW00023174,20010428,WSF5,76,,,X,,2001
USW00023174,20010428,WT01,1,,,0,,2001
USW00023174,20010428,WT08,1,,,0,,2001
USW00023174,20010428,WT13,1,,,X,,2001
USC00042319,20010428,TMAX,406,,,0,800.0,2001
USC00042319,20010428,TMIN,239,,,0,800.0,2001
USC00042319,20010428,TOBS,289,,,0,800.0,2001
USC00042319,20010428,PRCP,0,,,0,800.0,2001
USC00042319,20010428,SNOW,0,P,,0,,2001
USC00042319,20010428,SNWD,0,P,,0,,2001
USC00042319,20010428,EVAP,81,,,0,800.0,2001
USC00042319,20010428,MNPN,172,,,0,,2001
USC00042319,20010428,MXPN,394,,,0,,2001
USC00042319,20010428,WDMV,21,,,0,,2001
USW00094728,20010428,TMAX,178,,,0,2400.0,2001
USW00094728,20010428,TMIN,94,,,0,2400.0,2001
USW00094728,20010428,PRCP,0,,,0,2400.0,2001
USW00094728,20010428,SNOW,0,,,0,,2001
USW00094728,20010428,SNWD,0,,,Z,,2001
USW00094728,20010428,AWND,30,,,X,,2001
USW00094728,20010428,FMTM,1031,,,X,,2001
USW00094728,20010428,PGTM,1223,,,W,,2001
USW00094728,20010428,TAVG,139,,,W,,2001
USW00094728,20010428,TSUN,0,,,W,,2001
USW00094728,20010428,WDF2,60,,,X,,2001
USW00094728,20010428,WDF5,70,,,X,,2001
USW00094728,20010428,WSF2,72,,,X,,2001
USW00094728,20010428,WSF5,107,,,X,,2001
USW00023174,20010429,TMAX,178,,,0,2400.0,2001
USW00023174,20010429,TMIN,133,,,0,2400.0,2001
USW00023174,20010429,PRCP,0,,,0,2400.0,2001
USW00023174,20010429,AWND,38,,,X,,2001
USW00023174,20010429,FMTM,1435,,,X,,2001
USW00023174,20010429,PGTM,1506,,,W,,2001
USW00023174,20010429,TAVG,156,,,W,,2001
USW00023174,20010429,TSUN,0,,,W,,2001
USW00023174,20010429,WDF2,250,,,X,,2001
USW00023174,20010429,WDF5,240,,,X,,2001
USW00023174,20010429,WESD,0,,,0,,2001
USW00023174,20010429,WSF2,76,,,X,,2001
USW00023174,20010429,WSF5,98,,,X,,2001
USW00023174,20010429,WT01,1,,,0,,2001
USW00023174,20010429,WT08,1,,,0,,2001
USW00023174,20010429,WT13,1,,,X,,2001
USC00042319,20010429,TMAX,383,,,0,800.0,2001
USC00042319,20010429,TMIN,200,,,0,800.0,2001
USC00042319,20010429,TOBS,256,,,0,800.0,2001
USC00042319,20010429,PRCP,0,,,0,800.0,2001
USC00042319,20010429,SNOW,0,P,,0,,2001
USC00042319,20010429,SNWD,0,P,,0,,2001
USC00042319,20010429,EVAP,117,,,0,800.0,2001
USC00042319,20010429,MNPN,144,,,0,,2001
USC00042319,20010429,MXPN,383,,,0,,2001
USC00042319,20010429,WDMV,134,,,0,,2001
USW00094728,20010429,TMAX,189,,,0,2400.0,2001
USW00094728,20010429,TMIN,67,,,0,2400.0,2001
USW00094728,20010429,PRCP,0,,,0,2400.0,2001
USW00094728,20010429,SNOW,0,,,0,,2001
USW00094728,20010429,SNWD,0,,,Z,,2001
USW00094728,20010429,AWND,23,,,X,,2001
USW00094728,20010429,FMTM,1647,,,X,,2001
USW00094728,20010429,PGTM,2201,,,W,,2001
USW00094728,20010429,TAVG,128,,,W,,2001
USW00094728,20010429,TSUN,0,,,W,,2001
USW00094728,20010429,WDF2,200,,,X,,2001
USW00094728,20010429,WDF5,250,,,X,,2001
USW00094728,20010429,WSF2,58,,,X,,2001
USW00094728,20010429,WSF5,80,,,X,,2001
USW00023174,20010430,TMAX,167,,,0,2400.0,2001
USW00023174,20010430,TMIN,122,,,0,2400.0,2001
USW00023174,20010430,PRCP,0,,,0,2400.0,2001
USW00023174,20010430,AWND,34,,,X,,2001
USW00023174,20010430,FMTM,1449,,,X,,2001
USW00023174,20010430,PGTM,1422,,,W,,2001
USW00023174,20010430,TAVG,144,,,W,,2001
USW00023174,20010430,TSUN,0,,,W,,2001
USW00023174,20010430,WDF2,250,,,X,,2001
USW00023174,20010430,WDF5,260,,,X,,2001
USW00023174,20010430,WESD,0,,,0,,2001
USW00023174,20010430,WSF2,76,,,X,,2001
USW00023174,20010430,WSF5,98,,,X,,2001
USW00023174,20010430,WT01,1,,,0,,2001
USW00023174,20010430,WT08,1,,,0,,2001
USW00023174,20010430,WT13,1,,,X,,2001
USC00042319,20010430,TMAX,372,,,0,800.0,2001
USC00042319,20010430,TMIN,200,,,0,800.0,2001
USC00042319,20010430,TOBS,244,,,0,800.0,2001
USC00042319,20010430,PRCP,0,,,0,800.0,2001
USC00042319,20010430,SNOW,0,P,,0,,2001
USC00042319,20010430,SNWD,0,P,,0,,2001
USC00042319,20010430,EVAP,109,,,0,800.0,2001
USC00042319,20010430,MNPN,161,,,0,,2001
USC00042319,20010430,MXPN,372,,,0,,2001
USC00042319,20010430,WDMV,26,,,0,,2001
USW00094728,20010430,TMAX,256,,,0,2400.0,2001
USW00094728,20010430,TMIN,94,,,0,2400.0,2001
USW00094728,20010430,PRCP,0,,,0,2400.0,2001
USW00094728,20010430,SNOW,0,,,0,,2001
USW00094728,20010430,SNWD,0,,,Z,,2001
USW00094728,20010430,AWND,29,,,X,,2001
USW00094728,20010430,FMTM,2230,,,X,,2001
USW00094728,20010430,PGTM,1045,,,W,,2001
USW00094728,20010430,TAVG,178,,,W,,2001
USW00094728,20010430,WDF2,270,,,X,,2001
USW00094728,20010430,WDF5,250,,,X,,2001
USW00094728,20010430,WSF2,58,,,X,,2001
USW00094728,20010430,WSF5,89,,,X,,2001
USW00023174,20010501,TMAX,156,,,0,2400.0,2001
USW00023174,20010501,TMIN,133,,,0,2400.0,2001
USW00023174,20010501,PRCP,0,,,0,2400.0,2001
USW00023174,20010501,AWND,25,,,X,,2001
USW00023174,20010501,FMTM,1318,,,X,,2001
USW00023174,20010501,PGTM,2301,,,W,,2001
USW00023174,20010501,TAVG,144,,,W,,2001
USW00023174,20010501,TSUN,0,,,W,,2001
USW00023174,20010501,WDF2,250,,,X,,2001
USW00023174,20010501,WDF5,170,,,X,,2001
USW00023174,20010501,WESD,0,,,0,,2001
USW00023174,20010501,WSF2,58,,,X,,2001
USW00023174,20010501,WSF5,72,,,X,,2001
USW00023174,20010501,WT01,1,,,0,,2001
USW00023174,20010501,WT13,1,,,X,,2001
USC00042319,20010501,TMAX,400,,,0,800.0,2001
USC00042319,20010501,TMIN,217,,,0,800.0,2001
USC00042319,20010501,TOBS,294,,,0,800.0,2001
USC00042319,20010501,PRCP,0,,,0,800.0,2001
USC00042319,20010501,SNOW,0,P,,0,,2001
USC00042319,20010501,SNWD,0,P,,0,,2001
USC00042319,20010501,EVAP,76,,,0,800.0,2001
USC00042319,20010501,MNPN,156,,,0,,2001
USC00042319,20010501,MXPN,344,,,0,,2001
USC00042319,20010501,WDMV,26,,,0,,2001
USW00094728,20010501,TMAX,306,,,0,2400.0,2001
USW00094728,20010501,TMIN,172,,,0,2400.0,2001
USW00094728,20010501,PRCP,0,,,0,2400.0,2001
USW00094728,20010501,SNOW,0,,,0,,2001
USW00094728,20010501,SNWD,0,,,Z,,2001
USW00094728,20010501,AWND,22,,,X,,2001
USW00094728,20010501,FMTM,1537,,,X,,2001
USW00094728,20010501,PGTM,1537,,,W,,2001
USW00094728,20010501,TAVG,239,,,W,,2001
USW00094728,20010501,TSUN,0,,,W,,2001
USW00094728,20010501,WDF2,200,,,X,,2001
USW00094728,20010501,WDF5,190,,,X,,2001
USW00094728,20010501,WSF2,63,,,X,,2001
USW00094728,20010501,WSF5,89,,,X,,2001
USW00023174,20010502,TMAX,189,,,0,2400.0,2001
USW00023174,20010502,TMIN,133,,,0,2400.0,2001
USW00023174,20010502,PRCP,0,,,0,2400.0,2001
USW00023174,20010502,AWND,36,,,X,,2001
USW00023174,20010502,FMTM,1659,,,X,,2001
USW00023174,20010502,PGTM,1520,,,W,,2001
USW00023174,20010502,TAVG,161,,,W,,2001
USW00023174,20010502,TSUN,0,,,W,,2001
USW00023174,20010502,WDF2,250,,,X,,2001
USW00023174,20010502,WDF5,250,,,X,,2001
USW00023174,20010502,WESD,0,,,0,,2001
USW00023174,20010502,WSF2,67,,,X,,2001
USW00023174,20010502,WSF5,76,,,X,,2001
USW00023174,20010502,WT01,1,,,0,,2001
USW00023174,20010502,WT08,1,,,0,,2001
USW00023174,20010502,WT13,1,,,X,,2001
USC00042319,20010502,TMAX,417,,,0,800.0,2001
USC00042319,20010502,TMIN,211,,,0,800.0,2001
USC00042319,20010502,TOBS,222,,,0,800.0,2001
USC00042319,20010502,PRCP,0,,,0,800.0,2001
USC00042319,20010502,SNOW,0,P,,0,,2001
USC00042319,20010502,SNWD,0,P,,0,,2001
USC00042319,20010502,EVAP,142,,,0,800.0,2001
USC00042319,20010502,MNPN,156,,,0,,2001
USC00042319,20010502,MXPN,356,,,0,,2001
USC00042319,20010502,WDMV,45,,,0,,2001
USW00094728,20010502,TMAX,322,,,0,2400.0,2001
USW00094728,20010502,TMIN,189,,,0,2400.0,2001
USW00094728,20010502,PRCP,0,,,0,2400.0,2001
USW00094728,20010502,SNOW,0,,,0,,2001
USW00094728,20010502,SNWD,0,,,Z,,2001
USW00094728,20010502,AWND,26,,,X,,2001
USW00094728,20010502,FMTM,1426,,,X,,2001
USW00094728,20010502,PGTM,1411,,,W,,2001
USW00094728,20010502,TAVG,256,,,W,,2001
USW00094728,20010502,TSUN,0,,,W,,2001
USW00094728,20010502,WDF2,190,,,X,,2001
USW00094728,20010502,WDF5,190,,,X,,2001
USW00094728,20010502,WSF2,58,,,X,,2001
USW00094728,20010502,WSF5,80,,,X,,2001
USW00023174,20010503,TMAX,272,,,0,2400.0,2001
USW00023174,20010503,TMIN,122,,,0,2400.0,2001
USW00023174,20010503,PRCP,0,,,0,2400.0,2001
USW00023174,20010503,AWND,34,,,X,,2001
USW00023174,20010503,FMTM,1721,,,X,,2001
USW00023174,20010503,PGTM,1634,,,W,,2001
USW00023174,20010503,TAVG,200,,,W,,2001
USW00023174,20010503,TSUN,0,,,W,,2001
USW00023174,20010503,WDF2,260,,,X,,2001
USW00023174,20010503,WDF5,260,,,X,,2001
USW00023174,20010503,WESD,0,,,0,,2001
USW00023174,20010503,WSF2,103,,,X,,2001
USW00023174,20010503,WSF5,116,,,X,,2001
USW00023174,20010503,WT08,1,,,0,,2001
USC00042319,20010503,TMAX,306,,,0,800.0,2001
USC00042319,20010503,TMIN,200,,,0,800.0,2001
USC00042319,20010503,TOBS,167,,Z,0,800.0,2001
USC00042319,20010503,PRCP,0,,,0,800.0,2001
USC00042319,20010503,SNOW,0,P,,0,,2001
USC00042319,20010503,SNWD,0,P,,0,,2001
USC00042319,20010503,EVAP,178,,,0,800.0,2001
USC00042319,20010503,MNPN,100,,,0,,2001
USC00042319,20010503,MXPN,239,,,0,,2001
USC00042319,20010503,WDMV,235,,,0,,2001
USW00094728,20010503,TMAX,322,,,0,2400.0,2001
USW00094728,20010503,TMIN,200,,,0,2400.0,2001
USW00094728,20010503,PRCP,0,,,0,2400.0,2001
USW00094728,20010503,SNOW,0,,,0,,2001
USW00094728,20010503,SNWD,0,,,Z,,2001
USW00094728,20010503,AWND,22,,,X,,2001
USW00094728,20010503,FMTM,1556,,,X,,2001
USW00094728,20010503,PGTM,1558,,,W,,2001
USW00094728,20010503,TAVG,261,,,W,,2001
USW00094728,20010503,TSUN,0,,,W,,2001
USW00094728,20010503,WDF2,200,,,X,,2001
USW00094728,20010503,WDF5,210,,,X,,2001
USW00094728,20010503,WSF2,58,,,X,,2001
USW00094728,20010503,WSF5,80,,,X,,2001
USW00023174,20010504,TMAX,200,,,0,2400.0,2001
USW00023174,20010504,TMIN,122,,,0,2400.0,2001
USW00023174,20010504,PRCP,0,,,0,2400.0,2001
USW00023174,20010504,AWND,41,,,X,,2001
USW00023174,20010504,FMTM,1646,,,X,,2001
USW00023174,20010504,PGTM,1438,,,W,,2001
USW00023174,20010504,TAVG,161,,,W,,2001
USW00023174,20010504,TSUN,0,,,W,,2001
USW00023174,20010504,WDF2,240,,,X,,2001
USW00023174,20010504,WDF5,250,,,X,,2001
USW00023174,20010504,WESD,0,,,0,,2001
USW00023174,20010504,WSF2,76,,,X,,2001
USW00023174,20010504,WSF5,94,,,X,,2001
USW00023174,20010504,WT01,1,,,0,,2001
USW00023174,20010504,WT08,1,,,0,,2001
USW00023174,20010504,WT13,1,,,X,,2001
USC00042319,20010504,TMAX,311,,,0,800.0,2001
USC00042319,20010504,TMIN,156,,,0,800.0,2001
USC00042319,20010504,TOBS,211,,,0,800.0,2001
USC00042319,20010504,PRCP,0,,,0,800.0,2001
USC00042319,20010504,SNOW,0,P,,0,,2001
USC00042319,20010504,SNWD,0,P,,0,,2001
USC00042319,20010504,EVAP,114,,,0,800.0,2001
USC00042319,20010504,MNPN,67,,,0,,2001
